Rk,Player,Age,Team,Pos,G,Games Started,Min Played,PER,True Shooting %,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
261,Ousmane Dieng,22,2TM,C,57,20,1099,10.2,51.6%,46.5%,11.3%,3,15.2,9.2,17.7,1.1,1.5,15.2,19.7,-0.6,0.9,0.3,0.012,-2.6,-1.2,-3.8,-0.5,
261,Ousmane Dieng,22,OKC,C,27,0,295,10,53.4%,53.8%,6.6%,3.1,12,7.7,12.5,0.3,2.3,7.9,14.9,0.2,0.4,0.6,0.098,-1.6,0.2,-1.4,0.1,
261,Ousmane Dieng,22,MIL,C,30,20,804,10.3,51.1%,44.3%,12.7%,3,16.3,9.7,19.6,1.4,1.2,17.1,21.5,-0.8,0.5,-0.3,-0.02,-3,-1.7,-4.6,-0.5,
262,Jalen Smith,25,CHI,C,53,21,1095,16.6,60.8%,54.5%,23.0%,9.6,24.6,17.2,8.5,1,3.3,10.6,19,1.5,1.1,2.6,0.114,0.2,-0.9,-0.7,0.4,
263,Kentavious Caldwell-Pope,32,MEM,SG,51,14,1088,11,53.3%,47.5%,21.9%,2,10.6,6.2,17.7,1.9,0.7,13.2,17.7,0.2,0.5,0.7,0.032,-2.3,-0.2,-2.5,-0.1,
264,Hugo González,19,BOS,SF,74,3,1084,10.2,56.1%,47.2%,10.6%,6.4,18.3,12.5,4.8,2,2,12.9,11.8,0.5,1.7,2.2,0.099,-3.1,1.6,-1.5,0.1,
265,Jusuf Nurki_,31,UTA,C,41,36,1083,16.4,54.8%,19.8%,31.6%,10.3,32.6,21.2,25.4,2.3,2,19.9,19.3,0.4,1.1,1.5,0.068,-0.5,1.6,1.1,0.9,
266,Miles McBride,25,NYK,SG,41,15,1080,13.1,57.8%,67.1%,11.6%,2.5,7.9,5.2,13.5,1.6,0.9,7.2,18.2,1.6,1.1,2.7,0.119,1,0.2,1.2,0.9,
267,Corey Kispert,26,2TM,SF,58,10,1080,13.1,60.9%,60.2%,24.6%,2.7,10.7,6.6,11.8,0.7,0.7,9.3,18.6,1.4,0.5,1.8,0.082,0.1,-2,-1.9,0,
267,Corey Kispert,26,WAS,SF,19,2,370,14,64.9%,63.9%,28.6%,1.7,11.2,6.4,12.2,1,0.7,9.5,16.7,0.7,0,0.6,0.08,1,-2.1,-1.1,0.1,
267,Corey Kispert,26,ATL,SF,39,8,710,12.6,59.1%,58.5%,22.9%,3.2,10.4,6.7,11.6,0.5,0.8,9.3,19.6,0.7,0.5,1.2,0.082,-0.4,-1.9,-2.3,-0.1,
268,Rayan Rupert,21,2TM,SG,64,8,1072,8.2,49.3%,43.5%,17.3%,4.8,14.4,9.5,8.6,2.4,0.8,14,15,-0.5,1.1,0.6,0.026,-5,-0.1,-5.1,-0.8,
268,Rayan Rupert,21,POR,SG,48,0,577,5.8,44.7%,48.3%,9.5%,4.3,12,8.1,7.8,2.4,0.3,15.5,12.8,-0.5,0.6,0.2,0.014,-5.9,0.8,-5.1,-0.4,
268,Rayan Rupert,21,MEM,SG,16,8,495,11,53.1%,39.2%,24.1%,5.4,17.1,11.2,9.6,2.5,1.3,12.8,17.7,0,0.5,0.4,0.041,-4,-1.1,-5.1,-0.4,
269,Gradey Dick,22,TOR,SG,76,1,1067,10.7,53.8%,48.4%,22.9%,4.4,11.3,7.8,6.5,2.1,0.6,9.2,18.7,0.2,1.3,1.4,0.064,-3.2,-0.4,-3.6,-0.4,
270,Giannis Antetokounmpo,31,MIL,PF,36,36,1039,32.6,65.8%,7.5%,59.7%,10.7,27.4,19.2,38.7,1.6,2.3,13.2,37,3.9,1.1,5,0.231,7.7,1.8,9.5,3,AS
271,Tyler Herro,26,MIA,SG,33,28,1033,17.1,60.2%,43.1%,21.0%,1.4,14.6,7.9,19.7,1,1,10.2,24.7,1.4,1,2.4,0.112,2.4,-0.4,2,1.1,
272,Jamir Watkins,24,WAS,SG,50,7,1032,11.8,55.4%,53.4%,27.7%,5,15.4,10.1,8.8,2.5,2.1,10.8,15.1,0.5,0.5,1.1,0.049,-2.9,-0.5,-3.3,-0.3,
273,Alex Caruso,31,OKC,SG,56,0,1020,12.8,54.0%,60.3%,17.0%,3.1,13,8.2,14.1,3.4,1.6,13,15.7,0.3,2.2,2.5,0.12,-1.4,3.3,1.9,1,
274,Franz Wagner,24,ORL,SF,34,32,1019,19.2,58.8%,27.4%,39.1%,4.7,14.8,9.7,18.2,1.5,1,8.9,27,1.8,1.1,2.8,0.134,2.6,-0.2,2.5,1.2,
275,Caleb Love,24,POR,SG,49,1,1013,10.7,49.7%,59.6%,10.0%,2.6,9.7,6.1,18.4,1.3,0.4,10.8,23,-0.1,0.8,0.6,0.031,-1.5,-1.6,-3.1,-0.3,
276,Robert Williams,28,POR,C,59,1,1008,22.1,72.2%,9.2%,22.8%,14.9,29.9,22.3,8.9,1.7,7.7,15.1,13.1,2.4,2,4.5,0.213,2,2.4,4.5,1.7,
277,Guerschon Yabusele,30,2TM,C,67,19,1007,11.1,54.3%,62.8%,23.1%,6.1,19,12.6,8.3,1.2,1.5,10.7,16.1,0.4,1,1.4,0.067,-1.7,-0.5,-2.2,-0.1,
277,Guerschon Yabusele,30,NYK,C,41,0,366,8.6,49.9%,63.6%,11.2%,7.3,19.3,13.3,6.4,0.8,1.4,11.8,14.9,0,0.4,0.4,0.056,-3.2,-0.5,-3.7,-0.2,
277,Guerschon Yabusele,30,CHI,C,26,19,641,12.5,56.4%,62.4%,29.3%,5.4,18.8,12.2,9.4,1.5,1.5,10.1,16.7,0.5,0.5,1,0.074,-0.8,-0.5,-1.3,0.1,
278,Aaron Gordon,30,DEN,PF,36,33,1005,18.5,62.0%,39.4%,41.0%,6,16.8,11.6,13.7,1,0.9,7.5,21.9,2.4,0.7,3.2,0.153,2.9,-1.2,1.7,0.9,
279,Nae'Qwan Tomlin,25,CLE,PF,64,3,1004,12.9,54.9%,36.6%,19.4%,9.5,10.9,10.2,7,2,3.2,7.8,15.5,1.1,1.1,2.2,0.107,-2.2,0.1,-2.1,0,
280,Mike Conley,38,MIN,PG,54,15,991,9.4,51.7%,77.2%,23.3%,2,8.2,5.2,19.5,1.7,1.2,12.5,11.5,0.9,1,1.9,0.092,-2.3,1,-1.3,0.2,
281,Olivier-Maxence Prosper,23,MEM,PF,53,24,984,16.9,66.2%,42.3%,32.6%,6.4,14.3,10.3,7.8,1.9,1.2,10.5,18.9,1.8,0.7,2.4,0.119,1.1,-1.2,-0.1,0.5,
282,Tyus Jones,29,3TM,PG,67,12,979,8.3,44.8%,62.8%,4.1%,1.4,7.2,4.3,20.9,1.8,0.3,10.1,10.7,0.2,0.8,1,0.051,-2.9,0.5,-2.4,-0.1,
282,Tyus Jones,29,ORL,PG,48,8,754,8.4,44.8%,64.6%,3.8%,1.3,6.6,3.9,19.8,2.1,0.4,8,9.8,0.3,0.7,1,0.064,-2.8,1.1,-1.7,0.1,
282,Tyus Jones,29,DAL,PG,8,2,133,8.7,44.4%,55.9%,5.9%,0.8,6.3,3.6,29.4,1.1,0,12.5,12.5,0,0.1,0.1,0.029,-3,-1.3,-4.3,-0.1,
282,Tyus Jones,29,DEN,PG,11,2,92,6.5,45.4%,61.5%,3.8%,2.6,13.9,8.5,17.7,0.5,0,18.5,15.3,-0.1,0,-0.1,-0.026,-3.5,-2.2,-5.7,-0.1,
283,Justin Edwards,22,PHI,SF,64,12,977,12.1,57.2%,56.3%,12.2%,2.9,7.7,5.2,11.5,2.7,1.1,9.6,16.1,0.8,0.9,1.7,0.086,-1.8,0.6,-1.3,0.2,
284,Ochai Agbaji,25,2TM,SG,62,13,973,8.9,52.5%,45.7%,15.4%,5.3,11.5,8.3,6.8,1.2,1.7,9.4,14.6,0.1,0.8,0.9,0.046,-3.5,-0.5,-4,-0.5,
284,Ochai Agbaji,25,TOR,SG,42,13,650,7.5,49.5%,38.2%,17.1%,5.7,10.9,8.3,6,1.3,1.6,9.4,13.3,0,0.7,0.6,0.048,-4.8,0.1,-4.7,-0.5,
284,Ochai Agbaji,25,BRK,SG,20,0,323,11.7,57.2%,57.3%,12.7%,4.4,12.6,8.3,8.5,1.1,1.7,9.4,17.3,0.1,0.1,0.3,0.042,-1,-1.7,-2.7,-0.1,
285,Goga Bitadze,26,ORL,C,64,3,972,20.1,70.0%,4.9%,43.1%,15.6,21.2,18.4,12.5,1.8,5.7,13.8,13.5,2.8,1.6,4.4,0.218,0.8,2,2.8,1.2,
286,Rob Dillingham,21,2TM,PG,65,0,970,7.7,46.9%,32.3%,13.3%,2.1,12.2,7.2,20.6,2.3,0.5,18.6,23.1,-2,0.9,-1.1,-0.056,-6.3,-0.9,-7.3,-1.3,
286,Rob Dillingham,21,MIN,PG,35,0,326,6,40.4%,23.4%,14.2%,1.7,11.9,6.9,24.1,2.8,0.8,19.4,24,-1,0.4,-0.5,-0.079,-7.9,-0.3,-8.2,-0.5,
286,Rob Dillingham,21,CHI,PG,30,0,644,8.5,50.3%,36.9%,12.9%,2.3,12.4,7.4,18.9,2,0.4,18.3,22.7,-1.1,0.5,-0.6,-0.044,-5.5,-1.3,-6.8,-0.8,
287,Al Horford,39,GSW,C,45,13,969,14.7,55.4%,63.3%,8.0%,5,20.5,12.6,17,1.5,4.9,11.1,16.5,0.8,1.3,2.1,0.105,0.3,1.3,1.6,0.9,
288,T.J. McConnell,33,IND,PG,56,4,963,20.5,56.7%,11.1%,6.4%,2.4,11.8,7,50,2.8,0.9,12.1,23.2,1.8,0.8,2.6,0.132,2.1,0.4,2.5,1.1,
289,Kobe Brown,26,2TM,PF,61,10,963,12,59.4%,51.3%,21.8%,7.8,13.6,10.7,11.6,1.2,1.1,15.1,15.6,0.8,0.6,1.3,0.066,-1.2,-1.4,-2.7,-0.2,
289,Kobe Brown,26,LAC,PF,34,0,295,11.2,52.4%,58.3%,31.0%,7.3,13.4,10.4,12.6,1.5,0.6,13.6,16.6,0.1,0.2,0.3,0.056,-1.2,-1.1,-2.3,0,
289,Kobe Brown,26,IND,PF,27,10,668,12.4,62.8%,48.1%,17.6%,8,13.6,10.7,11.2,1,1.3,15.9,15.2,0.6,0.3,1,0.07,-1.2,-1.6,-2.8,-0.1,
290,Anthony Gill,33,WAS,PF,55,8,951,13.4,68.2%,22.3%,21.4%,6.4,11.5,8.9,10,1.5,1.9,13.3,11.9,1.6,0.1,1.7,0.087,-1.3,-1.3,-2.6,-0.2,
291,Kasparas Jaku_ionis,19,MIA,PG,53,12,945,11.9,61.4%,65.5%,27.7%,4.7,10.5,7.6,18.1,1.6,0.7,15.8,13.7,1.4,0.9,2.3,0.114,-1,0.6,-0.4,0.4,
292,Jalen Williams,24,OKC,SG,33,33,936,19,56.0%,17.3%,28.9%,3.3,13.9,8.8,29.3,2,0.9,11.1,26.2,1.3,1.7,3,0.156,1.1,1,2.1,1,
293,Jordan Poole,26,NOP,PG,39,8,933,11.5,53.0%,64.9%,25.7%,1,7.9,4.4,18.3,1.1,1.5,12.3,25.1,0,0.2,0.2,0.01,-1,-2.6,-3.5,-0.4,
294,Clint Capela,31,HOU,C,75,3,926,17.9,54.0%,0.9%,34.4%,19.4,21.8,20.6,7.1,1.9,6.3,13.6,13.7,1.3,1.7,3,0.156,-0.5,0.9,0.4,0.6,
295,Ben Saraf,19,BRK,SG,44,11,916,7.8,48.6%,29.7%,29.0%,2.4,9.7,5.8,24.5,2.1,0.8,22.5,21,-1.6,0.5,-1.1,-0.057,-5.6,-1.7,-7.3,-1.2,
296,Micah Peavy,24,NOP,SG,61,4,913,8.3,45.5%,39.3%,10.5%,5.4,8.5,6.9,8.8,2.3,0.9,6.5,14,-0.1,0.5,0.4,0.02,-4.4,-0.8,-5.2,-0.7,
297,Karlo Matkovi_,24,NOP,PF,62,2,912,16.5,69.6%,38.3%,17.4%,8.4,18.8,13.5,7.7,1.3,5.6,11.8,13.1,1.8,0.9,2.7,0.141,0.2,0.4,0.7,0.6,
298,Josh Green,25,CHO,SG,58,0,908,9.7,64.4%,76.2%,15.5%,5.7,7,6.3,6.8,1.9,0.6,15.3,10.6,1,0.9,1.9,0.099,-1.7,1,-0.7,0.3,
299,Micah Potter,27,IND,C,47,7,908,17,67.9%,57.3%,34.5%,6.8,21.4,14,11.2,1.2,1.4,12.2,18,1.8,0.7,2.6,0.135,1.5,-0.8,0.7,0.6,
300,Isaiah Jackson,24,2TM,C,55,14,908,17.3,65.3%,1.3%,44.3%,13.6,21.8,17.7,8.5,1.9,4.8,17,16.2,1.4,1.2,2.6,0.139,-1.9,0.8,-1.2,0.2,
300,Isaiah Jackson,24,IND,C,38,14,638,15.2,61.5%,0.6%,44.8%,14.4,21.8,18,7,1.9,3.9,17.9,16,0.7,0.8,1.4,0.107,-3.1,0.4,-2.7,-0.1,
300,Isaiah Jackson,24,LAC,C,17,0,270,22.2,74.1%,2.8%,43.1%,11.9,21.8,17,12.2,1.8,7,14.9,16.5,0.8,0.4,1.2,0.213,0.7,1.8,2.6,0.3,
301,Dylan Cardwell,24,SAC,C,44,1,907,15.8,59.1%,2.2%,28.5%,17.6,23.5,20.5,9.2,1.6,6.8,16.2,11.3,1.4,0.9,2.3,0.122,-2.5,0.6,-1.9,0,
302,Dwight Powell,34,DAL,C,63,12,904,12.6,69.9%,6.9%,110.9%,11.3,18.7,15.1,9.5,1.8,2,21.4,8.9,1.6,1,2.6,0.138,-2.9,1.5,-1.4,0.1,
303,Paul Reed,26,DET,C,65,11,901,24.2,65.0%,11.8%,32.4%,16.5,20.1,18.3,13.3,3.1,6.6,13,20.6,2.4,2.1,4.5,0.239,2.4,2.9,5.3,1.6,
304,Jaden Hardy,23,2TM,SG,57,4,898,10.9,56.6%,61.1%,17.5%,1.8,8.5,5.1,9.7,0.8,0.6,11.8,24.4,-0.3,0.1,-0.2,-0.01,-1.5,-3.3,-4.8,-0.6,
304,Jaden Hardy,23,DAL,SG,34,4,428,10.6,55.1%,63.9%,20.6%,2.7,8.8,5.8,9.9,1,0.4,11.3,23.3,-0.1,0.2,0.1,0.012,-1.9,-1.9,-3.8,-0.2,
304,Jaden Hardy,23,WAS,SG,23,0,470,11.1,57.9%,58.7%,14.9%,0.9,8.1,4.5,9.5,0.7,0.7,12.3,25.4,-0.2,-0.1,-0.3,-0.03,-1.2,-4.5,-5.7,-0.4,
305,Quenton Jackson,27,IND,PG,49,19,897,14.4,58.9%,36.0%,36.3%,3.3,10.7,6.9,23.1,1.6,0.6,14,20.9,0.9,0.5,1.4,0.076,-1.1,-0.8,-1.8,0,
306,Jaylen Clark,24,MIN,SG,68,1,888,10.3,53.4%,44.3%,29.4%,6.8,8,7.4,6.3,2.5,0.9,8.2,13.3,0.6,1,1.7,0.09,-3.2,0.7,-2.4,-0.1,
307,Cam Thomas,24,2TM,SG,42,8,881,12.6,53.0%,36.4%,36.7%,1.4,8.1,4.6,21,0.5,0.4,12.1,30.3,-0.5,0.1,-0.4,-0.024,-1.2,-3.9,-5.2,-0.7,
307,Cam Thomas,24,BRK,SG,24,8,582,12.3,52.7%,38.0%,35.1%,1.7,7.2,4.3,22.5,0.3,0.3,11.9,30.3,-0.3,0,-0.3,-0.022,-0.8,-4.2,-5.1,-0.4,
307,Cam Thomas,24,MIL,SG,18,0,299,13.1,53.4%,33.3%,39.9%,0.8,9.8,5.3,18.2,0.8,0.7,12.6,30.4,-0.2,0.1,-0.2,-0.028,-1.9,-3.4,-5.3,-0.3,
308,Bryce McGowens,23,NOP,SG,42,13,880,11.7,61.0%,39.2%,40.1%,1.5,9.4,5.4,9.5,1.5,1,5.7,14,1.4,0.3,1.7,0.095,-2,-0.9,-2.8,-0.2,
309,Gabe Vincent,29,2TM,PG,53,7,879,6.5,51.1%,80.1%,10.6%,2.2,4.7,3.5,10.8,1.5,0.3,10.7,12.3,0.1,0.5,0.6,0.035,-3.8,-0.5,-4.3,-0.5,
309,Gabe Vincent,29,LAL,PG,29,7,559,5.5,51.2%,79.2%,8.5%,1.5,4.1,2.8,8.3,1.2,0.2,8.2,11.5,0.1,0.2,0.3,0.027,-3.9,-0.9,-4.8,-0.4,
309,Gabe Vincent,29,ATL,PG,24,0,320,8.2,50.9%,81.4%,14.0%,3.3,5.9,4.6,15.1,1.9,0.6,14.1,13.8,0,0.3,0.3,0.049,-3.6,0.1,-3.4,-0.1,
310,Jonas Valan_i_nas,33,DEN,C,65,6,871,22,63.0%,6.7%,34.9%,14.2,27.5,21.2,14.1,0.8,4,14,26.1,1.8,1.1,2.9,0.162,0.5,-0.5,0,0.4,
311,Jevon Carter,30,2TM,PG,53,1,867,10.7,53.7%,70.0%,6.2%,1.8,9.6,5.6,14,2.2,1,10.2,17,0.1,0.8,0.9,0.052,-1.4,0.4,-1.1,0.2,
311,Jevon Carter,30,CHI,PG,23,0,254,12.3,57.7%,75.7%,9.7%,2.1,8.7,5.4,10.4,2.4,0.7,9.3,19.4,0.1,0.2,0.3,0.058,-0.7,-0.3,-1,0.1,
311,Jevon Carter,30,ORL,PG,30,1,613,10,51.7%,67.2%,4.4%,1.6,9.9,5.7,15.5,2.1,1.2,10.7,16,0,0.7,0.6,0.05,-1.7,0.6,-1.1,0.1,
312,Trendon Watford,25,PHI,PF,53,7,864,13.1,57.3%,18.7%,28.7%,4.7,17.5,11,21.8,0.9,2.4,17.5,17.9,0.6,0.8,1.4,0.078,-2.2,0.2,-1.9,0,
313,Julian Strawther,23,DEN,SG,57,14,861,12.5,59.0%,47.0%,21.9%,1.6,12.7,7.4,9.8,1.4,0.7,9.3,19.4,0.7,0.6,1.3,0.071,-1.2,-1.1,-2.3,-0.1,
314,Jalen Wilson,25,BRK,PF,54,2,859,8.7,53.6%,54.7%,34.5%,2.2,13.9,7.7,9,1.3,0.2,10.6,18.2,-0.2,0.4,0.2,0.012,-3.6,-2.1,-5.6,-0.8,
315,Caleb Martin,30,DAL,SF,58,12,856,9.3,52.6%,30.2%,32.3%,3.5,14.1,8.8,12.4,2.2,1.5,15.6,12.5,-0.1,0.9,0.9,0.048,-4,1.7,-2.2,0,
316,Kenrich Williams,31,OKC,PF,56,2,855,14.2,56.9%,43.6%,17.6%,7.8,15.6,11.9,12.7,1.8,0.6,11.9,18.3,0.8,1.5,2.3,0.13,-0.1,0.3,0.2,0.5,
317,Kyle Anderson,32,3TM,SF,43,5,853,13.7,57.3%,5.4%,33.7%,5.4,13.8,9.6,19.4,2.5,2.8,14.4,13.2,1,0.8,1.9,0.105,-1.3,1.7,0.4,0.5,
317,Kyle Anderson,32,UTA,SF,20,0,401,14.2,56.5%,4.6%,34.9%,5,13,8.9,20.6,2.7,2.4,11.9,14.6,0.5,0.2,0.7,0.087,-1,0.7,-0.3,0.2,
317,Kyle Anderson,32,MEM,SF,4,3,89,15.1,82.1%,5.3%,42.1%,3.6,13.6,8.5,4.9,3.2,4.1,23.7,13.8,0.1,0.1,0.2,0.105,-2.5,1.4,-1.1,0,
317,Kyle Anderson,32,MIN,SF,19,2,363,12.7,52.0%,6.8%,29.7%,6.2,14.8,10.6,21.7,2.1,2.9,15.2,11.5,0.4,0.5,1,0.126,-1.2,2.8,1.6,0.3,
318,Daeqwon Plowden,27,SAC,SG,32,7,844,10.7,57.2%,66.7%,17.6%,4.2,8.7,6.4,6.7,1.3,0.8,8,16.4,0.7,0.1,0.8,0.043,-2.1,-2.3,-4.4,-0.5,
319,Josh Minott,23,2TM,PF,49,11,834,16,65.3%,60.7%,24.2%,6.4,14.8,10.6,7.9,2.6,2.8,13.4,16.8,1.2,1.2,2.4,0.139,1.4,1.1,2.5,1,
319,Josh Minott,23,BOS,PF,33,10,526,15.6,65.1%,56.6%,19.1%,8.5,16,12.3,8.4,2.3,2.3,11.9,13.8,1.1,0.8,1.9,0.173,0.9,1.4,2.2,0.6,
319,Josh Minott,23,BRK,SF,16,1,308,16.8,65.4%,65.5%,30.2%,2.9,12.8,7.5,7.1,3.2,3.6,14.9,21.9,0.2,0.3,0.5,0.08,2.3,0.7,3,0.4,
320,Javon Small,23,MEM,PG,41,12,830,16.1,61.1%,49.3%,28.5%,4.6,12.2,8.3,26.1,1.9,1,14.7,19,1.4,0.5,1.9,0.112,1.7,-0.6,1,0.6,
321,Jonathan Kuminga,23,2TM,PF,36,14,830,14.2,55.7%,31.0%,36.3%,6.4,20.7,13.4,14.7,1.3,1.2,14.6,23.4,0.1,0.9,1,0.059,-1.5,-0.5,-2,0,
321,Jonathan Kuminga,23,GSW,PF,20,13,476,12.5,54.3%,27.3%,34.0%,6.7,21,13.7,15.9,0.8,1.2,17.1,24,-0.2,0.4,0.2,0.021,-2.5,-1.1,-3.6,-0.2,
321,Jonathan Kuminga,23,ATL,PF,16,1,354,16.5,57.6%,35.9%,39.3%,6,20.2,13,13.1,1.9,1.3,11,22.5,0.3,0.5,0.8,0.11,-0.2,0.4,0.1,0.2,
322,Jalen Green,23,PHO,SG,32,27,828,14.8,51.6%,44.3%,17.0%,2.1,13.9,7.8,18.6,2,0.9,11.6,31.9,-0.6,1,0.3,0.019,-0.2,-0.9,-1.1,0.2,
323,Vince Williams Jr.,25,2TM,SG,40,12,820,10.7,47.8%,60.6%,17.1%,5.1,15.6,10.2,27.5,1.7,1.8,18.2,19.5,-0.4,0.5,0.1,0.008,-1.5,0.5,-1,0.2,
323,Vince Williams Jr.,25,MEM,PG,34,12,736,10.8,47.8%,60.2%,17.4%,4.9,15.3,10,27.8,1.7,1.7,18.1,19.6,-0.4,0.5,0.2,0.01,-1.5,0.6,-0.9,0.2,
323,Vince Williams Jr.,25,UTA,SG,6,0,84,9.8,47.0%,64.3%,14.3%,6.3,18.5,12.2,25,1.1,2.3,19,18,0,0,0,-0.013,-1.8,-0.2,-2,0,
324,Buddy Hield,33,2TM,SG,51,3,819,12.8,56.8%,64.8%,11.3%,3.6,12.3,7.9,12.8,2.3,1,12.3,20.3,0.2,0.8,1,0.06,-0.9,-0.1,-1,0.2,
324,Buddy Hield,33,GSW,SG,44,3,768,12.6,56.2%,65.0%,11.3%,3.7,12.1,7.8,12.7,2.3,1.1,11.8,19.7,0.2,0.8,1,0.061,-1,0,-1,0.2,
324,Buddy Hield,33,ATL,SG,7,0,51,16.5,63.6%,63.0%,11.1%,2.1,15.1,8.5,15.1,1.9,0,17.5,28.1,0,0.1,0,0.044,1,-2.1,-1.1,0,
325,Carter Bryant,20,SAS,PF,71,0,818,9.9,52.6%,58.5%,15.8%,5.1,17.9,11.7,7.5,0.9,2.5,10.4,16.3,0.1,1.2,1.3,0.076,-3.1,0.2,-3,-0.2,
326,Nikola Jovi_,22,MIA,PF,47,1,808,9.5,48.0%,53.2%,32.2%,3.2,16.5,9.8,16.5,1.5,1.9,15.4,21.4,-0.9,1,0,0.001,-3.5,-0.1,-3.5,-0.3,
327,Jalen Pickett,26,DEN,SG,50,18,807,10.3,54.1%,54.7%,8.2%,2.6,12.7,7.9,18.4,0.8,0.6,12.4,14.8,0.6,0.4,1,0.059,-1.1,-1.1,-2.3,-0.1,
328,Keegan Murray,25,SAC,PF,23,22,793,11.7,49.9%,37.3%,16.3%,4.5,14.4,9.3,6.8,1.5,4.2,7.7,18.7,-0.2,0.4,0.2,0.011,-2,-1,-3.1,-0.2,
329,Aaron Holiday,29,HOU,PG,57,1,781,10.1,57.8%,67.5%,16.3%,1.9,6.3,4.1,10.2,1.7,0.6,12.3,16.6,0.7,0.7,1.4,0.088,-2.2,-0.2,-2.4,-0.1,
330,Tyrese Martin,26,2TM,SG,46,6,777,10.3,50.1%,59.6%,10.1%,4.8,12.9,8.6,15.6,1.6,0.7,12.1,18.4,-0.3,0.4,0.1,0.006,-2,-1.4,-3.4,-0.3,
330,Tyrese Martin,26,BRK,SG,37,6,696,10.8,50.7%,59.6%,10.2%,5.1,13.1,8.9,15.6,1.6,0.5,11,18.8,-0.2,0.3,0.2,0.013,-1.5,-1.5,-3.1,-0.2,
330,Tyrese Martin,26,PHI,SG,9,0,81,6,43.7%,59.1%,9.1%,2.7,10.9,6.7,14.8,1.8,2.3,23.4,15.6,-0.2,0.1,-0.1,-0.057,-5.6,-0.1,-5.7,-0.1,
331,Kristaps Porzi__is,30,2TM,C,32,23,769,19.6,58.2%,41.2%,40.7%,5.6,18.5,11.9,16.1,1.1,4.5,8.2,27.3,1.4,1,2.4,0.148,1.6,0.3,1.9,0.8,
331,Kristaps Porzi__is,30,ATL,C,17,12,413,20.6,59.2%,41.0%,38.6%,5.4,17.6,11.4,16.6,1,4.8,6.1,26.4,1,0.6,1.5,0.179,2.7,1,3.7,0.6,
331,Kristaps Porzi__is,30,GSW,C,15,11,356,18.4,57.1%,41.6%,43.3%,5.8,19.5,12.5,15.6,1.2,4.1,10.6,28.3,0.4,0.4,0.8,0.113,0.3,-0.5,-0.2,0.2,
332,Jabari Walker,23,PHI,PF,64,6,762,12.5,56.8%,44.6%,31.9%,10.2,17.4,13.7,6.1,1.5,1.6,10,15,0.9,0.8,1.7,0.106,-2.1,-0.6,-2.7,-0.1,
333,Noah Penda,21,ORL,SF,59,2,757,11.3,50.6%,45.8%,23.6%,9.8,17.9,13.8,12.5,1.9,2.2,15.8,14.8,0.1,1,1.1,0.07,-2,0.6,-1.5,0.1,
334,Scoot Henderson,21,POR,PG,30,10,748,12.9,55.3%,47.4%,29.2%,2.6,9.1,5.8,22.8,1.7,1.1,15.9,25,0.3,0.7,1,0.064,-1.7,-0.5,-2.2,0,
335,Pete Nance,25,MIL,PF,47,6,737,11.6,63.9%,61.3%,5.7%,4.2,14.9,9.6,9.2,0.9,1.9,11.6,13.5,0.8,0.4,1.1,0.072,-1,-1.2,-2.3,-0.1,
336,Thomas Bryant,28,CLE,C,60,1,732,17.2,62.5%,49.1%,24.7%,8.9,21.9,15.4,6.3,1.2,3.4,8.6,18.6,1.4,0.9,2.3,0.153,0.8,-0.7,0.1,0.4,
337,Steven Adams,32,HOU,C,32,11,730,15.8,53.5%,0.0%,58.3%,22.3,19.6,21,8.3,1.5,2.5,16.7,12.1,1.1,1,2.1,0.141,-0.1,-0.3,-0.5,0.3,
338,Lonzo Ball,28,CLE,PG,35,3,728,9.5,43.2%,83.5%,11.9%,3.9,17.2,10.6,22.6,3,1.2,21.9,13.7,-0.4,1,0.6,0.042,-2.9,1.8,-1.1,0.2,
339,Tyler Kolek,24,NYK,PG,62,1,727,12.5,53.3%,46.0%,8.1%,2.5,12.7,7.5,31.7,1.5,0.6,17.6,18.4,0.6,0.8,1.4,0.093,-0.8,0.2,-0.6,0.3,
340,Leonard Miller,22,2TM,SF,46,12,719,15.9,63.3%,37.8%,20.2%,8.1,18.6,13.4,8.2,1.1,1.8,11.2,18.7,1,0.6,1.6,0.105,-0.2,-1.1,-1.3,0.1,
340,Leonard Miller,22,MIN,SF,19,0,95,12.2,58.1%,36.4%,33.3%,8.3,20.4,14.5,7.6,2,0,19.2,20.8,0,0.1,0.1,0.049,-5.3,-0.6,-5.8,-0.1,
340,Leonard Miller,22,CHI,SF,27,12,624,16.5,64.0%,38.0%,18.3%,8.1,18.3,13.3,8.3,1,2.1,9.8,18.3,1,0.5,1.5,0.113,0.6,-1.2,-0.6,0.2,
341,Grant Williams,27,CHO,PF,36,3,711,12.9,60.9%,73.2%,29.5%,7.4,15,11.3,10.6,1.2,2.3,13,14.1,1.1,0.8,1.9,0.131,0.6,1,1.6,0.7,
342,Nick Richards,28,2TM,C,48,6,701,11.9,56.2%,9.0%,50.2%,11.8,25.6,18.7,3.2,0.7,4.1,19.4,18.2,-0.2,0.8,0.6,0.04,-4.9,-1.2,-6.1,-0.7,
